school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name,hire_date
California,2000,11,3,8,0,,,3.9,5,32,28.4,Tom,Holmoe,
California,2001,11,1,10,0,,,-12.7,-10.4,30.5,38.8,Tom,Holmoe,
Idaho,2004,12,3,9,0,,,-23.8,-23.1,26.6,43.4,Nick,Holt,
Idaho,2005,11,2,9,0,,,-22.2,,,,Nick,Holt,
South Carolina,1999,11,0,11,0,,,-8.7,-13,13.5,25.5,Lou,Holtz,
South Carolina,2000,12,8,4,0,,19,11.6,16.6,30.5,15.2,Lou,Holtz,
South Carolina,2001,12,9,3,0,21,13,13.0,17.5,34.7,18.7,Lou,Holtz,
South Carolina,2002,12,5,7,0,22,,0.6,0.4,24.7,24.5,Lou,Holtz,
South Carolina,2003,12,5,7,0,,,3.5,9.2,33.3,25.8,Lou,Holtz,
South Carolina,2004,11,6,5,0,,,4.5,6.4,28.7,23.4,Lou,Holtz,
East Carolina,2005,11,5,6,0,,,-9.1,-4.6,27.3,31.9,Skip,Holtz,
East Carolina,2006,13,7,6,0,,,-2.1,-0.9,23.6,24.3,Skip,Holtz,
East Carolina,2007,13,8,5,0,,,-1.9,-0.7,29.6,29,Skip,Holtz,
East Carolina,2008,14,9,5,0,,,-0.3,1.3,21.9,20.2,Skip,Holtz,
East Carolina,2009,14,9,5,0,,,5.0,-2.3,24.5,26.7,Skip,Holtz,
South Florida,2010,13,8,5,0,,,0.3,0.4,19.1,18.1,Skip,Holtz,
South Florida,2011,12,5,7,0,,,4.2,9.7,29.8,19.8,Skip,Holtz,
South Florida,2012,12,3,9,0,,,-5.5,-3.2,25.5,29.8,Skip,Holtz,
Louisiana Tech,2013,12,4,8,0,,,-21.5,-16.8,14.2,31.3,Skip,Holtz,
Louisiana Tech,2014,14,9,5,0,,,10.6,-1.7,27,27.5,Skip,Holtz,
Louisiana Tech,2015,13,9,4,0,,,-0.3,8.3,35.6,27.4,Skip,Holtz,
Louisiana Tech,2016,14,9,5,0,,,1.5,3.1,39.8,36.9,Skip,Holtz,
Louisiana Tech,2017,13,7,6,0,,,-5.3,-5.5,26.8,32.7,Skip,Holtz,
Louisiana Tech,2018,13,8,5,0,,,-7.9,-6.9,22,27,Skip,Holtz,
Louisiana Tech,2019,13,10,3,0,,,-2.6,0.2,25.3,25,Skip,Holtz,
Purdue,2009,12,5,7,0,,,-0.9,5.1,29.3,23.8,Danny,Hope,
Purdue,2010,12,4,8,0,,,-8.5,-6.5,18.8,26.3,Danny,Hope,
Purdue,2011,13,7,6,0,,,-3.4,3.1,26.5,24.8,Danny,Hope,
Purdue,2012,12,3,3,0,,,-4.2,-1,27.6,27,Danny,Hope,
Southern Mississippi,2016,13,7,6,0,,,-8.8,0.7,29.1,29.6,Jay,Hopson,
Southern Mississippi,2017,13,8,5,0,,,-9.7,-3.4,24.9,28.3,Jay,Hopson,
Southern Mississippi,2018,11,6,5,0,,,-6.8,-5,16.6,21.4,Jay,Hopson,
Southern Mississippi,2019,13,7,6,0,,,-4.9,-4.8,23.6,27.7,Jay,Hopson,
UNLV,1998,11,0,11,0,,,-17.3,-16.9,22.5,37.1,Jeff,Horton,
Minnesota,2010,5,2,3,0,,,-4.7,-10.4,25.1,33.6,Jeff,Horton,
East Carolina,2019,12,4,8,0,,,-15.2,-14,24,38.1,Mike,Houston,2018-12-03T00:00:00.000Z
Louisiana,2011,13,9,4,0,,,-5.2,-9.8,22,33.1,Mark,Hudspeth,
Louisiana,2012,13,9,4,0,,,1.2,0,32.5,34.7,Mark,Hudspeth,
Louisiana,2013,13,9,4,0,,,-6.4,-12.5,26.2,38.2,Mark,Hudspeth,
Louisiana,2014,13,9,4,0,,,-5.7,2.2,30,29.3,Mark,Hudspeth,
Louisiana,2015,12,4,8,0,,,-18.9,-7.1,24.2,32.1,Mark,Hudspeth,
Louisiana,2016,13,6,7,0,,,-9.8,-8.7,19.8,29.4,Mark,Hudspeth,
Louisiana,2017,12,5,7,0,,,-20.0,-15.8,27.5,42.9,Mark,Hudspeth,
Tulane,2012,6,0,6,0,,,-19.2,-22.5,17.8,41.3,Mark,Hutson,
Akron,2010,12,1,11,0,0,0,-28.2,-28.2,11,37.2,Rob,Ianello,
Akron,2011,12,1,11,0,0,0,-30.2,-29.1,11.9,40.2,Rob,Ianello,
Appalachian State,2018,1,1,0,0,,,10.7,11.9,30,19,Mark,Ivey,
Boston College,2007,14,11,3,0,,10,9.7,16.7,32,14.6,Jeff,Jagodzinski,
Boston College,2008,14,9,5,0,,,7.0,11,23,10,Jeff,Jagodzinski,
Bowling Green,2016,12,4,8,0,,,-12.7,-6.6,25,31.8,Mike,Jinks,
Bowling Green,2017,12,2,10,0,,,-14.3,-10,27.5,38.9,Mike,Jinks,
Bowling Green,2018,7,1,6,0,,,-21.0,-22,24.7,43.9,Mike,Jinks,
Vanderbilt,2002,12,2,10,0,,,-9.0,-6.7,26.2,32.3,Bobby,Johnson,
Vanderbilt,2003,12,2,10,0,,,-8.4,-8.6,26.2,33.6,Bobby,Johnson,
Vanderbilt,2004,11,2,9,0,,,-4.9,-6.2,25.9,31.9,Bobby,Johnson,
Vanderbilt,2005,11,5,6,0,,,-2.1,-3.8,28.6,32.4,Bobby,Johnson,
Vanderbilt,2006,12,4,8,0,,,1.5,1.9,25.6,22.5,Bobby,Johnson,
Vanderbilt,2007,12,5,7,0,,,2.8,2.5,22.1,19,Bobby,Johnson,
Vanderbilt,2008,13,7,6,0,,,4.4,-2,15.9,18.5,Bobby,Johnson,
Vanderbilt,2009,12,2,10,0,,,-4.5,-5.5,16.3,22,Bobby,Johnson,
Tulane,2012,12,2,10,0,,,-19.2,-22.5,17.8,41.3,Curtis,Johnson,
Tulane,2013,13,7,6,0,,,-6.3,-8,15.6,24.1,Curtis,Johnson,
Tulane,2014,12,3,9,0,,,-15.5,-15,16.2,28,Curtis,Johnson,
Tulane,2015,12,3,9,0,,,-18.9,-14,20.3,32.5,Curtis,Johnson,
Southern Mississippi,2012,12,0,12,0,,,-21.8,-18.6,18.4,36,Ellis,Johnson,
Navy,2002,12,2,10,0,,,-14.2,-16.8,29.6,42.3,Paul,Johnson,
Navy,2003,13,8,5,0,,,1.0,-3.8,31.2,34.7,Paul,Johnson,
Navy,2004,12,10,2,0,,24,1.6,-3.4,27,30.2,Paul,Johnson,
Navy,2005,12,8,4,0,,,0.9,-2.1,32.4,34.5,Paul,Johnson,
Navy,2006,13,9,4,0,,,4.5,-1.9,27,28.3,Paul,Johnson,
Navy,2007,12,8,4,0,,,-2.2,-9.8,32.6,41.6,Paul,Johnson,
Georgia Tech,2008,13,9,4,0,,22,8.1,8.6,29.5,18.9,Paul,Johnson,
Georgia Tech,2009,14,11,3,0,15,13,16.8,9.7,35.4,25.8,Paul,Johnson,
Georgia Tech,2010,13,6,7,0,16,,0.6,2.9,30.4,27.9,Paul,Johnson,
Georgia Tech,2011,13,8,5,0,,,3.4,5.1,32.6,26.3,Paul,Johnson,
Georgia Tech,2012,14,7,7,0,,,5.4,6,36.1,28.1,Paul,Johnson,
Georgia Tech,2013,13,7,6,0,,,8.1,11.4,35.3,24.9,Paul,Johnson,
Georgia Tech,2014,14,11,3,0,,8,18.5,11.2,44.1,32,Paul,Johnson,
Georgia Tech,2015,12,3,9,0,16,,4.6,9,33.1,25.4,Paul,Johnson,
Georgia Tech,2016,13,9,4,0,,,7.3,7.8,35,28.5,Paul,Johnson,
Georgia Tech,2017,11,5,6,0,,,8.7,8.9,34.9,25.1,Paul,Johnson,
Georgia Tech,2018,13,7,6,0,,,3.4,0.3,33,33.9,Paul,Johnson,
Central Michigan,2007,14,8,6,0,,,-3.1,-10.6,30.2,39.8,Butch,Jones,
Central Michigan,2008,13,8,5,0,,,-6.9,-5.6,30.1,36.3,Butch,Jones,
Central Michigan,2009,13,11,2,0,,23,4.5,3.5,29.1,25.7,Butch,Jones,
Cincinnati,2010,12,4,8,0,,,-2.1,2.5,28.4,27.7,Butch,Jones,
Cincinnati,2011,13,10,3,0,,25,7.9,12.8,30.1,17.8,Butch,Jones,
Cincinnati,2012,12,9,3,0,,,10.5,11.1,33.8,23.7,Butch,Jones,
Tennessee,2013,12,5,7,0,,,2.4,5.1,29.2,26.1,Butch,Jones,
Tennessee,2014,13,7,6,0,,,10.9,12.2,31,19.9,Butch,Jones,
Tennessee,2015,13,9,4,0,25,22,17.7,19.5,35.7,17.8,Butch,Jones,
Tennessee,2016,13,9,4,0,9,22,10.4,16.3,39.9,25.2,Butch,Jones,
Tennessee,2017,10,4,6,0,25,,-7.3,1.2,25.8,25.7,Butch,Jones,
South Alabama,2012,13,2,11,0,,,-17.7,-25.5,9.7,34.3,Joey,Jones,
South Alabama,2013,12,6,6,0,,,-3.8,-10.2,25.2,34.3,Joey,Jones,
South Alabama,2014,13,6,7,0,,,-11.7,-4.3,23.4,28.3,Joey,Jones,
South Alabama,2015,12,5,7,0,,,-17.6,-10.4,24.3,33.4,Joey,Jones,
South Alabama,2016,13,6,7,0,,,-10.0,-9.4,25.2,33.3,Joey,Jones,
South Alabama,2017,12,4,8,0,,,-16.3,-12,18.3,31.4,Joey,Jones,
Hawai'i,1999,13,9,4,0,,,-3.3,0,33.8,34,June,Jones,
Hawai'i,2000,12,3,9,0,,,-11.5,-13.3,29.6,39.2,June,Jones,
Hawai'i,2001,12,9,3,0,,,1.3,4,43,39.7,June,Jones,
Hawai'i,2002,14,10,4,0,,,-0.7,2.5,38.5,36.2,June,Jones,
Hawai'i,2003,14,9,5,0,,,-3.1,-0.7,39.7,39.5,June,Jones,
Hawai'i,2004,13,8,5,0,,,-4.1,-2.4,43.8,43.4,June,Jones,
Hawai'i,2005,12,5,7,0,,,-6.8,-2.9,34.2,37.1,June,Jones,
Hawai'i,2006,14,11,3,0,,,13.8,13.1,42.6,30,June,Jones,
Hawai'i,2007,13,12,1,0,23,19,3.7,12.4,39,27,June,Jones,
SMU,2008,12,1,11,0,,,-17.7,-18.5,23,42.1,June,Jones,
SMU,2009,13,8,5,0,,,-3.5,-6.1,26,32.6,June,Jones,
SMU,2010,14,7,7,0,,,-3.8,-3.2,29.9,30.6,June,Jones,
SMU,2011,13,8,5,0,,,-1.7,0.3,28.6,26.3,June,Jones,
SMU,2012,13,7,6,0,,,0.8,-7.6,20.8,27.1,June,Jones,
SMU,2013,12,5,7,0,,,-7.3,-15.2,21.8,36.2,June,Jones,
SMU,2014,2,0,2,0,,,-24.6,-21.2,16.6,34.9,June,Jones,
Arkansas,2019,2,0,2,0,,,-7.6,-10.6,21.7,32.3,Barry Lunney,Jr.,
Louisiana Monroe,1999,11,5,6,0,,,-21.3,-24.1,17.3,38.8,Bobby,Keasler,
Louisiana Monroe,2000,11,1,10,0,,,-32.5,-35.7,12.5,43.4,Bobby,Keasler,
Louisiana Monroe,2001,11,2,9,0,,,-25.0,-26,16.2,39.2,Bobby,Keasler,
Louisiana Monroe,2002,3,0,3,0,,,-17.5,-19,27.4,42.2,Bobby,Keasler,
Central Michigan,2004,11,4,7,0,,,-22.8,-22.2,25.4,42.6,Brian,Kelly,
Central Michigan,2005,11,6,5,0,,,-1.8,-8.1,22.1,30.1,Brian,Kelly,
Central Michigan,2006,13,9,4,0,,,1.2,-6.1,23.5,28.8,Brian,Kelly,
Cincinnati,2006,1,1,0,0,,,4.1,7.9,23.6,16.7,Brian,Kelly,
Cincinnati,2007,13,10,3,0,,17,16.3,17.5,37.2,19.9,Brian,Kelly,
Cincinnati,2008,14,11,3,0,,17,4.4,8.6,25.9,19.7,Brian,Kelly,
Cincinnati,2009,12,12,0,0,,8,14.0,18.2,40.8,23.4,Brian,Kelly,
Notre Dame,2010,13,8,5,0,,,10.7,16.5,32.2,16.7,Brian,Kelly,
Notre Dame,2011,13,8,5,0,16,,12.8,17.2,34.6,17,Brian,Kelly,
Notre Dame,2012,13,12,1,0,,4,18.6,19.2,33.4,13.8,Brian,Kelly,
Notre Dame,2013,13,9,4,0,14,20,9.1,13.2,35.2,21.9,Brian,Kelly,
Notre Dame,2014,13,8,5,0,17,,8.4,10.8,37.5,26,Brian,Kelly,
Notre Dame,2015,13,10,3,0,11,11,17.5,22.4,44.1,21.2,Brian,Kelly,
Notre Dame,2016,12,4,8,0,10,,6.4,15.7,39.4,23.2,Brian,Kelly,
Notre Dame,2017,13,10,3,0,,11,22.0,20.8,37.4,16.9,Brian,Kelly,
Notre Dame,2018,13,12,1,0,12,,17.7,20.7,34.6,14.5,Brian,Kelly,
Notre Dame,2019,13,11,2,0,9,12,18.8,17.7,35.8,18.5,Brian,Kelly,
Oregon,2009,13,10,3,0,16,11,15.9,22.4,36.2,15.5,Chip,Kelly,
Oregon,2010,13,12,1,0,11,3,29.6,28.2,43.5,16,Chip,Kelly,
Oregon,2011,14,12,2,0,3,4,24.4,27.2,46.3,19.9,Chip,Kelly,
Oregon,2012,13,12,1,0,5,2,29.1,27.2,46.4,17.2,Chip,Kelly,
UCLA,2018,12,3,9,0,,,-4.0,-0.4,30.7,32.4,Chip,Kelly,
UCLA,2019,12,4,8,0,,,-1.5,-3.9,28.4,32.5,Chip,Kelly,
Fresno State,2016,4,0,4,0,,,-20.5,-16.9,16.4,33.9,Eric,Kiesau,
Tennessee,2009,13,7,6,0,,,11.2,16.2,32.9,15.5,Lane,Kiffin,
USC,2010,13,8,5,0,14,,13.6,15.2,39,23,Lane,Kiffin,
USC,2011,12,10,2,0,25,6,15.9,24.7,43.5,21,Lane,Kiffin,
USC,2012,13,7,6,0,1,,12.8,21.9,40.7,18.3,Lane,Kiffin,
USC,2013,5,3,2,0,24,19,15.7,22.5,36.6,12.5,Lane,Kiffin,
Florida Atlantic,2017,14,11,3,0,,,9.5,5.1,34.7,31.3,Lane,Kiffin,
Florida Atlantic,2018,12,5,7,0,,,-4.0,-0.8,30.8,29.9,Lane,Kiffin,
Florida Atlantic,2019,14,11,3,0,,,8.1,-0.6,28.6,29.5,Lane,Kiffin,
Northern Illinois,2008,13,6,7,0,,,-3.5,-1.6,23.3,25.5,Jerry,Kill,
Northern Illinois,2009,13,7,6,0,,,-4.8,-4.6,23.8,28.5,Jerry,Kill,
Northern Illinois,2010,13,10,3,0,,,6.3,7.6,34.5,25.9,Jerry,Kill,
Minnesota,2011,12,3,9,0,,,-6.3,-3.8,23.8,28.1,Jerry,Kill,
Minnesota,2012,13,6,7,0,,,-5.3,-0.9,23.3,24.1,Jerry,Kill,
Minnesota,2013,13,8,5,0,,,4.1,2.5,25.6,25,Jerry,Kill,
Minnesota,2014,13,8,5,0,,,8.0,6.8,29.7,24.3,Jerry,Kill,
Minnesota,2015,7,4,3,0,,,0.2,8.1,28.1,22.4,Jerry,Kill,
Texas Tech,2013,13,8,5,0,,,7.2,14,37.9,24.1,Kliff,Kingsbury,
Texas Tech,2014,12,4,8,0,,,-1.3,4.9,39.9,35.3,Kliff,Kingsbury,
Texas Tech,2015,13,7,6,0,,,5.2,4.5,44.8,40.3,Kliff,Kingsbury,
Texas Tech,2016,12,5,7,0,,,1.0,3.7,40.6,36.9,Kliff,Kingsbury,
Texas Tech,2017,13,6,7,0,,,4.8,4.8,34.4,28.3,Kliff,Kingsbury,
Texas Tech,2018,12,5,7,0,,,7.3,8.7,36.2,29.8,Kliff,Kingsbury,
Arizona,2011,6,3,3,0,,,0.5,-2.4,35.9,36.4,Tim,Kish,
Kansas State,2019,13,8,5,0,,,10.4,6,28.8,24.8,Chris,Klieman,2018-12-10T00:00:00.000Z
Ohio,2001,11,1,10,0,,,-12.9,-13.8,23.2,34.6,Brian,Knorr,
Ohio,2002,12,4,8,0,,,-9.4,-11.1,31.1,39.2,Brian,Knorr,
Ohio,2003,12,2,10,0,,,-14.7,-19.7,25.4,41.4,Brian,Knorr,
Ohio,2004,11,4,7,0,,,-15.2,-14.8,19.7,33.2,Brian,Knorr,
Mississippi State,2017,1,1,0,0,,19,14.1,16,32.4,18.1,Greg,Knox,
Wyoming,2000,11,1,10,0,,,-20.7,-22.2,20.8,39.9,Vic,Koenning,
Wyoming,2001,11,2,9,0,,,-17.1,-19.1,25.7,41.4,Vic,Koenning,
Wyoming,2002,12,2,10,0,,,-13.1,-12.8,31.2,40.3,Vic,Koenning,
Boise State,1998,11,6,5,0,,,-16.8,-18.7,32.9,45.5,Dirk,Koetter,
Boise State,1999,13,10,3,0,,,0.7,4,34.7,32.3,Dirk,Koetter,
Boise State,2000,12,10,2,0,,,11.1,7.9,44.1,37.9,Dirk,Koetter,
Arizona State,2001,11,4,7,0,,,2.1,2.2,40.8,39.1,Dirk,Koetter,
Arizona State,2002,14,8,6,0,,,7.7,10.2,42.2,34.4,Dirk,Koetter,
Arizona State,2003,12,5,7,0,22,,-0.7,0,32.1,32.6,Dirk,Koetter,
Arizona State,2004,12,9,3,0,,19,17.3,20.7,42,23.7,Dirk,Koetter,
Arizona State,2005,12,7,5,0,20,,12.0,12.5,42.4,29.9,Dirk,Koetter,
Arizona State,2006,13,7,6,0,24,,8.2,13.3,31.7,19.7,Dirk,Koetter,
Tulsa,2003,13,8,5,0,,,-5.5,-5.6,33.5,37.7,Steve,Kragthorpe,
Tulsa,2004,12,4,8,0,,,-11.4,-14,32.6,42.2,Steve,Kragthorpe,
Tulsa,2005,13,9,4,0,,,3.3,1.5,27.8,26.4,Steve,Kragthorpe,
Tulsa,2006,13,8,5,0,,,1.9,2.1,27,25,Steve,Kragthorpe,
Louisville,2007,12,6,6,0,10,,5.0,12.1,40.6,29.2,Steve,Kragthorpe,
Louisville,2008,12,5,7,0,,,-9.0,-3,24.6,25.3,Steve,Kragthorpe,
Louisville,2009,12,4,8,0,,,-6.4,-5.4,23.7,28,Steve,Kragthorpe,
UCF,1998,11,9,2,0,,,6.4,10.2,36.6,28.4,Mike,Kruczek,
UCF,1999,11,4,7,0,,,-7.6,-10,30.8,38.5,Mike,Kruczek,
UCF,2000,11,7,4,0,,,-1.8,-0.4,32.9,33.5,Mike,Kruczek,
UCF,2001,11,6,5,0,,,3.5,3.7,30.1,28,Mike,Kruczek,
UCF,2002,12,7,5,0,,,-0.5,0.8,35.9,35.1,Mike,Kruczek,
UCF,2003,10,3,7,0,,,-17.2,-21.8,19.3,38.6,Mike,Kruczek,
UTEP,2013,12,2,10,0,,,-25.4,-28.9,19,45.6,Sean,Kugler,
UTEP,2014,13,7,6,0,,,-5.9,-12,23.5,35.4,Sean,Kugler,
UTEP,2015,12,5,7,0,,,-22.4,-19.5,18.7,37.8,Sean,Kugler,
UTEP,2016,12,4,8,0,,,-21.3,-16.1,25,40.6,Sean,Kugler,
UTEP,2017,5,0,5,0,,,-28.9,-27.4,12.8,38.7,Sean,Kugler,
Charlotte,2015,12,2,10,0,,,-27.9,-21.7,11.9,31.9,Brad,Lambert,
Charlotte,2016,12,4,8,0,,,-19.6,-20.9,17.6,36.9,Brad,Lambert,
Charlotte,2017,12,1,11,0,,,-25.4,-26.1,13.7,37.7,Brad,Lambert,
Charlotte,2018,12,5,7,0,,,-12.2,-18.5,15,33.5,Brad,Lambert,
Washington,1998,12,6,6,0,18,,3.3,7.5,35.7,30.4,Jim,Lambright,
Georgia State,2016,2,1,1,0,,,-14.6,-12.1,17.3,26.7,Tim,Lappano,
Texas Tech,2000,13,7,6,0,,,4.9,7.9,31.9,25.4,Mike,Leach,
Texas Tech,2001,12,7,5,0,,,9.5,14.7,40.5,28.4,Mike,Leach,
Texas Tech,2002,14,9,5,0,,,11.0,16.1,47.7,35.4,Mike,Leach,
Texas Tech,2003,13,8,5,0,,,8.2,11.9,50,40.4,Mike,Leach,
Texas Tech,2004,12,8,4,0,,18,14.8,19.5,45.2,30,Mike,Leach,
Texas Tech,2005,12,9,3,0,21,20,15.0,25.4,40.8,15.4,Mike,Leach,
Texas Tech,2006,13,8,5,0,25,,5.7,17.9,37.2,19.9,Mike,Leach,
Texas Tech,2007,13,9,4,0,,22,10.8,24.9,47,21.7,Mike,Leach,
Texas Tech,2008,13,11,2,0,12,12,20.3,23,49.8,25.5,Mike,Leach,
Texas Tech,2009,12,8,4,0,,21,14.0,24.6,38.5,14.4,Mike,Leach,
Washington State,2012,12,3,9,0,,,-7.9,-4.4,24.4,29,Mike,Leach,
Washington State,2013,13,6,7,0,,,6.4,8.2,33.6,26.3,Mike,Leach,
Washington State,2014,12,3,9,0,,,-1.9,-1.7,33,32.8,Mike,Leach,
Washington State,2015,13,9,4,0,,,8.0,4.2,35.8,29.4,Mike,Leach,
Washington State,2016,13,8,5,0,,,15.5,6.2,36.2,27.8,Mike,Leach,
Washington State,2017,13,9,4,0,24,,6.6,8.6,30.9,22.1,Mike,Leach,
Washington State,2018,13,11,2,0,,,12.9,11.3,38.8,27.3,Mike,Leach,
Washington State,2019,13,6,7,0,23,,6.7,11.1,41.7,33.1,Mike,Leach,
South Florida,2000,11,7,4,0,,,-26.3,-35.3,9.6,39.8,Jim,Leavitt,
South Florida,2001,11,8,3,0,,,1.7,2.2,30.7,29.7,Jim,Leavitt,
South Florida,2002,11,9,2,0,,,6.6,15.2,35.2,21.3,Jim,Leavitt,
South Florida,2003,11,7,4,0,,,-5.2,-5.6,24,29.5,Jim,Leavitt,
South Florida,2004,11,4,7,0,,,-10.4,-9.7,32.3,39.2,Jim,Leavitt,
South Florida,2005,12,6,6,0,,,8.1,2.3,22.4,20.1,Jim,Leavitt,
South Florida,2006,13,9,4,0,,,5.3,10.7,25.4,12.8,Jim,Leavitt,
South Florida,2007,13,9,4,0,,,17.3,15.8,33.1,16.5,Jim,Leavitt,
South Florida,2008,13,8,5,0,19,,3.7,8,28.8,20.9,Jim,Leavitt,
South Florida,2009,13,8,5,0,,,2.9,2.8,26.9,22.5,Jim,Leavitt,
Buffalo,2015,12,5,7,0,,,-10.8,-10.3,24.1,32.2,Lance,Leipold,
Buffalo,2016,12,2,10,0,,,-22.8,-18.8,16.8,33.5,Lance,Leipold,
Buffalo,2017,12,6,6,0,,,-4.3,-11.2,24.9,33.9,Lance,Leipold,
Buffalo,2018,14,10,4,0,,,0.5,-1.1,31.3,29.9,Lance,Leipold,
Buffalo,2019,13,8,5,0,,,-1.0,-2,25,24.6,Lance,Leipold,
Ball State,2011,12,6,6,0,,,-9.3,-13.6,24.4,38.4,Pete,Lembo,
Ball State,2012,12,9,4,0,,,-4.0,-2.6,32.8,37.5,Pete,Lembo,
Ball State,2013,13,10,3,0,,,0.7,7.5,38.3,31.3,Pete,Lembo,
Ball State,2014,12,5,7,0,,,-10.4,-6.6,25.6,33.9,Pete,Lembo,
Ball State,2015,12,3,9,0,,,-14.9,-15.5,21.9,37.3,Pete,Lembo,
Western Michigan,2017,12,6,6,0,,,-4.4,-2.4,25.7,28.4,Tim,Lester,2017-01-13T00:00:00.000Z
Western Michigan,2018,13,7,6,0,,,-10.3,-10.7,29.8,37.4,Tim,Lester,2017-01-13T00:00:00.000Z
Western Michigan,2019,13,7,6,0,,,-4.5,-4.9,29.6,32.5,Tim,Lester,2017-01-13T00:00:00.000Z
Houston,2012,12,5,7,0,,,-10.3,-5.6,26.2,32.9,Tony,Levine,
Houston,2013,13,8,5,0,,,6.9,4.9,29.4,25.4,Tony,Levine,
Houston,2014,12,7,5,0,,,-2.3,5.4,30.4,23.6,Tony,Levine,
Kent State,2018,12,2,10,0,,,-19.4,-20.4,20.5,40.3,Sean,Lewis,2017-12-21T00:00:00.000Z
Kent State,2019,13,7,6,0,,,-7.2,-10.2,25.9,37.9,Sean,Lewis,2017-12-21T00:00:00.000Z
Troy,2019,12,5,7,0,,,-9.6,-4.4,32.2,35.4,Chip,Lindsey,2019-01-11T00:00:00.000Z
North Texas,2016,13,5,8,0,,,-16.5,-14.6,22,37.5,Seth,Littrell,2015-12-05T00:00:00.000Z
North Texas,2017,14,9,5,0,,,-8.2,-4.5,28.6,34.3,Seth,Littrell,2015-12-05T00:00:00.000Z
North Texas,2018,13,9,4,0,,,-2.3,2.1,29.2,29.5,Seth,Littrell,2015-12-05T00:00:00.000Z
North Texas,2019,12,4,8,0,,,-11.8,-6.1,25,32.6,Seth,Littrell,2015-12-05T00:00:00.000Z
New Mexico,2009,12,1,11,0,,,-20.3,-19.1,16.4,33.8,Mike,Locksley,
New Mexico,2010,12,1,11,0,,,-23.3,-24.8,14.1,38.6,Mike,Locksley,
New Mexico,2011,4,0,4,0,,,-26.3,-27.9,16.9,41.9,Mike,Locksley,
Maryland,2019,12,3,9,0,,,-5.6,-6.3,26.3,30.3,Mike,Locksley,
Bowling Green,2019,12,3,9,0,,,-28.5,-27.5,14.9,39.5,Scot,Loeffler,2018-11-28T00:00:00.000Z
East Carolina,1998,11,6,5,0,,,-8.7,-9.4,29.3,36.3,Steve,Logan,
East Carolina,1999,12,9,3,0,,,8.5,10,32.4,24.1,Steve,Logan,
East Carolina,2000,12,8,4,0,,,7.6,11.9,36.8,27.1,Steve,Logan,
East Carolina,2001,12,6,6,0,,,6.2,10.8,43.6,35.3,Steve,Logan,
East Carolina,2002,12,4,8,0,,,-7.1,-6.7,34.6,39.1,Steve,Logan,
Virginia,2010,12,4,8,0,,,-5.3,-2.1,29.8,31.9,Mike,London,
Virginia,2011,13,8,5,0,,,-4.3,3.7,27.5,23,Mike,London,
Virginia,2012,12,4,8,0,,,-7.9,-0.3,24.8,23.7,Mike,London,
Virginia,2013,13,2,10,0,,,-8.4,-5.2,21.3,26.5,Mike,London,
Virginia,2014,12,5,7,0,,,5.1,4,23.5,20.4,Mike,London,
Virginia,2015,12,4,8,0,,,1.3,1.4,33,30.8,Mike,London,
San Diego State,2006,12,3,9,0,,,-11.3,-13.2,14.1,25.6,Chuck,Long,
San Diego State,2007,12,4,8,0,,,-10.5,-12.6,24.4,39.2,Chuck,Long,
San Diego State,2008,12,2,10,0,,,-17.9,-17.9,19.3,36.7,Chuck,Long,
New Mexico,1998,12,3,9,0,,,-18.5,-17.7,26.8,41,Rocky,Long,
New Mexico,1999,11,4,7,0,,,-9.8,-5.6,26.8,32.3,Rocky,Long,
New Mexico,2000,12,5,7,0,,,-0.9,2.1,23.5,21.8,Rocky,Long,
New Mexico,2001,11,6,5,0,,,-2.5,-3.8,28.8,32.5,Rocky,Long,
New Mexico,2002,14,7,7,0,,,-3.3,-4.4,28.1,32.4,Rocky,Long,
New Mexico,2003,13,8,5,0,,,4.1,8.6,34.2,27.4,Rocky,Long,
New Mexico,2004,12,7,5,0,,,5.3,5.4,25.6,21,Rocky,Long,
New Mexico,2005,11,6,5,0,,,-3.9,0.2,28,27.8,Rocky,Long,
New Mexico,2006,13,6,7,0,,,-2.4,-0.5,19.8,21.5,Rocky,Long,
New Mexico,2007,13,9,4,0,,,-2.3,4.4,22.5,19.4,Rocky,Long,
New Mexico,2008,12,4,8,0,,,-4.5,-2,18.2,20.2,Rocky,Long,
San Diego State,2011,13,8,5,0,,,-1.9,-1.5,29.9,30.2,Rocky,Long,
San Diego State,2012,13,9,4,0,,,4.0,2.4,29.3,26.1,Rocky,Long,
San Diego State,2013,13,8,5,0,,,-5.3,-4.8,26.9,29.9,Rocky,Long,
San Diego State,2014,13,7,6,0,,,-4.5,1,25.1,24.6,Rocky,Long,
San Diego State,2015,14,11,3,0,,,6.2,8,28.6,22.6,Rocky,Long,
San Diego State,2016,14,11,3,0,,25,5.4,11.4,32,22.5,Rocky,Long,
San Diego State,2017,13,10,3,0,,,3.1,4.5,28.5,24.8,Rocky,Long,
San Diego State,2018,13,7,6,0,,,-4.8,6,25.6,21,Rocky,Long,
San Diego State,2019,13,10,3,0,,,1.7,2,16.6,16.6,Rocky,Long,
Colorado State,1998,12,8,4,0,15,,5.7,10,35.2,27.1,Sonny,Lubick,
Colorado State,1999,12,8,4,0,,,4.8,12.4,36.6,26.1,Sonny,Lubick,
